"나이","성별","키_cm","몸무게_kg","앉아서앞으로구부리기_cm","윗몸일으키기","멀리뛰기","등급","bmr"
48,1,161.5,60.6,20.2,32,156,"A",1301.9
57,0,171.8,75.3,13.8,35,197,"D",1419.2
30,0,190.6,138.1,4.3,30,181,"D",2182.8
40,0,166.7,64.7,21.2,42,221,"B",1388.2
40,1,163.1,65.6,16.9,30,154,"B",1390.3
31,0,172.2,73.4,20.7,46,220,"B",1523.9
22,0,185.4,91.5,-6.5,52,239,"D",1763.7
29,0,174.3,77.2,15.5,55,240,"A",1573.6
25,1,160,56.2,23.8,47,178,"A",1365
25,0,176.3,68.1,-5.8,30,165,"D",1508.6
60,0,168.7,67.9,16.3,51,196,"A",1328.5
62,0,169.1,70.9,14.6,46,204,"A",1348.6
36,0,167.9,73.6,9.6,53,244,"B",1494.6
35,0,188.5,87.3,6.9,39,217,"C",1667.9
24,0,172.2,72.7,24.5,55,254,"A",1550.1
31,0,183.6,80.5,-1.8,59,212,"D",1612.6
34,1,166.7,59.1,21.6,31,153,"B",1362.6
26,0,183.6,91.6,14.7,39,209,"C",1742.6
24,1,158.6,47.7,24.9,35,145,"C",1285.6
28,0,170.5,71.6,17,52,220,"A",1517.7
26,0,175.3,66.3,19.2,51,249,"A",1484.8
26,1,155,46.2,23.2,39,180,"A",1255.3
31,0,181.1,64.2,17.4,52,201,"A",1451.6
25,0,173.4,67.3,16.4,52,225,"A",1495.7
22,1,160.1,52.7,26.6,47,188,"A",1345.7
36,1,154.7,52.4,22.5,60,149,"A",1267.3
27,1,165.6,58,26.5,39,171,"A",1383
22,1,169.3,58.4,12.9,27,169,"C",1417
40,0,168.8,68.8,11.4,47,220,"C",1431.3
28,1,158.9,56.5,16.5,50,130,"C",1351.8
34,0,177.7,68.1,7.3,39,189,"D",1468.8
52,0,167.4,65.6,17.8,31,172,"D",1341.7
28,0,161.9,68.32,12,42,190,"D",1470.7
22,0,172.2,78.7,17.2,57,233,"B",1617.1
43,1,161.5,53,12.7,22,150,"C",1252.4
61,1,154.6,50.56,18.7,10,103,"C",1132
29,0,172.5,74.9,11.3,39,235,"C",1548.2
25,0,175.2,58.1,9,40,208,"C",1410.6
47,1,164.9,60.7,2,11,152,"D",1313.6
60,0,166.9,62.6,16.2,29,209,"B",1274.4
40,0,172,61.8,15.4,58,192,"B",1369.9
21,0,168.7,70.1,9.8,32,213,"D",1532.9
57,0,173.3,67.1,25.2,47,215,"A",1343.2
25,0,175.9,65.02,15.1,54,227,"A",1478.3
23,0,174.4,82.4,13.7,48,225,"C",1651.9
41,0,180.3,79.7,13,50,208,"C",1552
22,0,171.4,72,23.6,66,233,"A",1551.3
64,0,172,72,5.5,36,167,"C",1355
30,0,172.9,76.2,20.9,55,241,"A",1556.7
22,1,162.5,53.8,24.6,44,201,"A",1360.6
27,0,166.3,70.7,5.7,51,211,"C",1506.2
21,0,180.3,86.4,1.2,29,191,"D",1710.3
41,0,172.8,75.2,8.3,30,212,"D",1495.3
44,1,159.9,49.8,25.5,19,153,"C",1214.1
63,1,159.4,60.9,27,20,130,"A",1230.5
60,1,154.8,55.92,15.7,33,122,"B",1188.5
51,0,179.7,84.4,8.9,38,199,"C",1549
22,0,183.5,71.4,-10.1,44,208,"D",1567.3
29,1,160.5,56.4,19.8,56,173,"B",1349
57,1,164.8,52.2,19.5,20,186,"A",1184.9
28,1,165.7,69.3,21.1,40,192,"A",1486.9
53,0,171.6,61.2,20.8,44,211,"A",1302.3
21,0,175.1,71.4,28.6,57,241,"A",1556.9
25,1,176,76,10.2,40,179,"C",1583.9
24,0,172.5,72.5,17.8,63,239,"B",1548.7
48,0,175.7,91.4,2.7,37,172,"D",1623.1
44,0,168.3,74.6,17.7,33,192,"C",1467.3
45,1,160.6,59.2,25.4,19,91,"C",1300.9
30,0,168.3,68,26.6,54,208,"B",1469.7
21,0,180.1,76.9,9.1,50,223,"C",1618.7
23,1,163.7,54.5,15.2,43,167,"B",1364.8
43,1,158.7,65.4,25.2,42,182,"B",1366.4
40,1,153.8,50.8,18.2,29,156,"B",1231.5
21,1,161.1,65.72,17.6,30,166,"D",1477.2
27,1,162.9,58.7,31.1,48,186,"A",1384.8
31,0,169.1,68,14.6,57,216,"A",1466.5
63,1,154,56.3,23.3,26,156,"A",1176.6
29,0,177.1,77.4,23,61,282,"B",1580.5
38,1,162.6,59.6,20,36,164,"C",1341.2
49,1,159,61,10.8,10,134,"D",1296.5
25,0,171.3,79.6,8,52,239,"C",1610
28,0,182.4,88.2,28.4,43,214,"D",1698.4
44,1,164.3,53.9,14.3,23,133,"C",1261.4
21,1,169.8,54.4,-9.6,27,123,"D",1384.2
58,0,164.3,86,-0.8,23,127,"D",1503.7
25,1,165.9,50.1,24.5,36,183,"A",1317.1
24,0,171.2,90.6,18.3,52,227,"B",1720.1
29,0,176.1,81.6,24.1,65,242,"A",1619
34,1,158.5,58.9,21.3,25,159,"B",1345.9
51,1,155.8,66.2,19.2,28,114,"D",1331.3
21,1,166.1,98.7,19.7,39,180,"D",1802.8
57,1,159.7,52.5,17.8,17,134,"B",1178.6
38,1,160.7,52.7,23.6,45,186,"A",1271.6
41,0,168,61.1,11.1,35,213,"D",1351.3
64,1,140.5,49.6,25.3,19,152,"A",1083.3
63,0,160,70.3,6.9,16,158,"D",1321.8
24,0,175.6,65.7,13.1,61,240,"B",1489
44,0,172.3,69.3,15.4,39,221,"B",1423.6
29,0,171.2,70.36,17.4,53,214,"B",1502.3
47,1,162.5,63.6,22.6,19,130,"D",1337.2
22,1,156.5,47.6,20.6,32,153,"B",1290.3
28,0,174.4,74.9,19.1,45,187,"C",1556.4
25,0,173.5,97.6,12.3,39,222,"D",1786.8
26,0,164.8,67.4,14.6,54,210,"B",1476.5
51,0,172.7,72.5,16.8,36,206,"B",1422.2
26,1,164.6,54.7,19.9,47,191,"A",1354.2
55,1,158.5,51.8,28,32,150,"A",1179.1
36,1,161.8,48.1,17.2,6,133,"D",1238.8
62,0,169.4,65.9,16.7,43,195,"A",1301.2
47,1,154.2,59.2,16.2,23,155,"C",1280
60,0,172.4,69.5,8.5,25,180,"C",1350.5
22,0,179,74.6,7.1,54,186,"C",1590
29,0,162.9,76.3,-8.8,30,164,"D",1544.4
58,1,156.7,58.1,21.2,30,150,"A",1222.2
57,0,170.3,65.8,8.4,46,187,"C",1325.3
31,0,186.7,82.9,6,44,185,"C",1641.2
24,0,180,88.8,20.7,54,230,"C",1718.7
35,1,154.3,73.8,17.3,24,140,"D",1476.7
38,0,166.8,71,17.6,54,223,"C",1458.2
45,0,176.6,72.3,18.6,35,222,"C",1455.5
42,0,173.2,65.8,4.8,37,176,"C",1401
22,0,166.9,52.5,4.5,47,237,"D",1356
22,0,170.6,93.9,1.7,28,210,"D",1760.1
30,0,169.4,62.4,16.5,54,197,"B",1418
27,0,181,73.14,21.1,61,239,"A",1556
64,0,162,75.02,9,44,170,"B",1366
24,0,174.7,72.1,15.8,42,217,"C",1548.8
52,0,176.4,79.3,11.7,59,230,"B",1489.4
59,1,158.9,50.3,17.8,20,119,"C",1146.6
37,0,179.8,74.9,19.6,28,176,"D",1523.8
41,1,160.2,71.3,8,18,125,"D",1435.1
23,0,169.7,67,9.6,58,210,"C",1495.6
33,0,172.7,65.9,12.9,52,184,"B",1443.4
61,1,154.8,63.9,6,53,86,"D",1260.4
23,0,174.8,73.8,-0.9,39,191,"D",1570
22,0,168.9,65.4,2.4,34,189,"D",1483.5
62,1,158,57.3,-0.2,10,133,"D",1198.1
25,0,185,88.6,20,63,220,"B",1721.1
30,0,185.1,91.3,15.8,53,207,"B",1723.7
22,0,169,78.9,14.4,52,215,"B",1613.2
30,0,179.1,81.6,17.4,47,230,"B",1619.7
38,0,178.8,83.6,10.4,23,193,"D",1600.8
24,0,177.4,73.7,9.8,48,230,"C",1569
34,0,176,67.92,13.8,50,233,"B",1464
21,0,176.6,79.7,14,46,195,"C",1639.3
23,0,164.3,65.9,16.6,49,219,"B",1475.3
54,1,157.7,56.4,9.1,0,104,"D",1226.5
32,1,168.7,64.8,24.3,31,158,"A",1430.3
56,1,162.7,57.8,27,19,175,"B",1239.5
23,0,175.6,65.5,19.8,55,224,"C",1491.8
24,1,163.7,55.3,15.3,41,158,"B",1367.7
46,0,168.3,60.6,6.6,43,189,"C",1323.5
35,0,177.3,72.4,13,58,236,"B",1504.7
59,0,161.5,53.9,13.1,34,181,"B",1185.8
23,1,173,80.7,20.7,35,192,"B",1633
59,1,159.8,64.9,16.2,26,125,"D",1288.4
21,1,156.5,55.9,-10.9,58,156,"D",1374.6
51,0,180.6,75.9,12.1,39,215,"B",1469
49,1,159,53.1,15.4,27,162,"B",1220.7
23,1,161.5,56.9,20.9,45,188,"A",1383.8
60,0,170.4,64.5,18.8,43,210,"A",1298.9
42,1,162.4,60.7,21.5,43,172,"A",1332.6
32,0,178.5,74.6,7.2,56,193,"C",1542.1
48,0,171.9,72.6,15.1,43,212,"B",1435.8
21,1,158.6,53.8,16.3,32,165,"B",1358.3
43,0,168.3,83.1,-5.1,22,183,"D",1553.6
39,0,174.8,71,16.5,45,237,"A",1467.9
55,1,158.4,71.1,7.5,8,136,"D",1364.2
45,0,169.6,67.9,15.4,50,213,"A",1400.6
26,0,167.8,65.1,16.3,62,224,"A",1459.8
62,1,164.9,60.6,25.5,29,142,"A",1242.2
21,0,174.7,75.1,24.5,52,225,"B",1591.7
62,1,159.5,54,28.1,27,161,"A",1169.1
51,1,152.6,46.3,16,15,141,"C",1134.5
58,0,161.3,52.4,7,14,159,"D",1175.8
58,1,159.2,48.2,23,49,189,"A",1131.7
40,1,157.2,58.4,13.3,40,160,"C",1310.6
21,1,163.9,49.7,6.8,13,165,"D",1328.4
46,0,168.1,72.5,-14.3,10,165,"D",1437.4
50,0,176.9,70,16.7,45,201,"A",1410.4
24,1,162.9,55,6.2,44,175,"D",1363.4
60,1,156.2,60.7,20.7,10,109,"C",1236.9
23,1,159.5,45,-4.4,29,125,"D",1266
36,0,174.2,80.4,17.6,38,217,"C",1571.2
45,0,175,81.7,21.6,54,249,"A",1542.8
60,0,173.6,57.9,13.5,41,189,"A",1241.3
27,0,175.2,71.1,7.9,54,239,"C",1526
29,0,177.8,76.4,14.4,46,244,"B",1572.2
64,0,170.8,75.8,10,26,171,"D",1389.3
61,1,154.8,57.1,17.6,24,145,"B",1195.1
25,0,180.6,84.1,22,52,220,"B",1669.9
30,0,180.6,76.5,15,49,220,"C",1573.5
25,0,173.7,78.3,5.6,29,195,"D",1601.8
25,0,176.6,71.1,11,34,224,"D",1537.9
28,0,188.1,93.7,20.8,40,221,"C",1761.5
21,1,162.6,51.1,11.2,27,182,"C",1339.5
51,0,167.2,71.2,10.6,43,171,"B",1399.8
53,0,172.8,67.9,1.5,31,218,"D",1368.8
23,1,157.5,47.1,16.4,40,186,"B",1282.6
25,0,173.3,83.3,26.3,66,208,"A",1649.1
41,0,173.3,64.1,11.3,43,221,"C",1389.6
60,0,171.8,74.7,17.6,36,210,"C",1399.4
21,1,155.7,52.5,20.6,44,182,"A",1340.6
27,0,176.5,85.8,11.9,63,204,"B",1669.5
28,0,171.8,68.3,18.4,54,229,"A",1488.3
31,0,178.5,93.3,23.2,37,198,"D",1726.3
44,1,163.9,62.8,18.9,35,154,"D",1346.1
28,0,164.1,58.9,20.3,52,247,"A",1384.2
44,1,162.4,57.6,20.3,29,141,"B",1293.5
33,0,174.2,81.1,14,45,237,"B",1592
61,1,165.2,57.5,21.7,12,129,"B",1217.7
21,0,172.5,67.6,26.5,63,273,"B",1515.8
40,0,173.4,61,11.5,51,242,"B",1364.7
25,0,178.3,74.2,16.3,60,234,"A",1570.8
26,0,178.5,79.5,19,60,245,"B",1617.3
21,0,176.3,83.5,0.7,57,232,"D",1675.2
59,1,163.6,62.8,26.4,37,176,"A",1275.1
28,1,162,56.6,20.8,43,190,"A",1358.4
31,1,170,56.2,22.2,27,169,"B",1354.8
21,1,156,43.4,2,14,119,"D",1253.7
27,1,160.7,57.1,20.5,46,195,"A",1365.5
50,0,166.5,71.2,18.3,43,208,"C",1403.2
27,0,165.6,65.6,14.5,43,210,"C",1455.9
24,0,171.3,60.6,-7.7,33,220,"D",1432.3
21,0,187.9,114.8,9.1,41,182,"D",1996.6
28,0,172,68.8,20.2,58,259,"A",1493.5
23,1,160.5,49.7,33.9,57,189,"A",1312.9
47,0,168.6,71.5,20.6,47,227,"C",1424
26,1,160.8,56.3,30,33,146,"C",1362.7
32,0,173.1,70.7,4.2,43,243,"D",1494.9
35,0,185.6,101.8,2.4,28,187,"D",1801.9
29,1,160.2,58,23.1,35,183,"A",1363.9
21,1,165.7,46.3,11.5,33,172,"D",1299
36,0,176.3,73.2,21.1,43,213,"B",1505.9
60,1,163.2,74.5,19.9,13,113,"B",1382
31,1,160.9,61.6,23.5,46,159,"A",1390.3
32,1,157.4,50.4,26.8,41,166,"A",1271.8
53,1,158.4,62.2,27.5,11,146,"D",1288.1
27,0,181.9,88.8,17.9,46,228,"C",1708
22,0,179,70.8,14.4,48,229,"B",1553.5
62,1,157.6,57.6,18.2,13,82,"C",1200.2
39,0,172,74.8,22.3,41,247,"B",1499.4
59,0,174.9,68.7,21.1,36,188,"C",1352
57,0,167.4,64.8,23.5,36,215,"A",1310.5
38,0,178.7,73.3,19.2,47,219,"B",1501.7
36,0,172.4,68.5,22.4,55,220,"A",1453.7
48,1,168.8,59.7,25.5,45,169,"A",1306.4
59,0,156.6,64.9,-9.7,22,145,"D",1282.6
21,0,178.5,85.3,14.8,48,222,"C",1696.5
54,0,173.6,78.5,4.5,14,178,"D",1467.3
28,0,176.1,80.5,19,49,216,"B",1613.2
37,0,171,72.4,11,50,182,"C",1483.9
27,0,170.2,68.8,15,52,206,"B",1494.9
56,0,176.8,70.9,10.5,34,190,"B",1390.7
43,0,164.8,69,16.6,45,218,"A",1411.9
21,0,179.5,84.9,19.8,42,253,"C",1694.4
32,1,159.9,53,11.4,32,168,"C",1301.2
41,0,168.2,70,7.3,49,199,"C",1437.1
57,0,169.3,67.7,12.3,36,203,"D",1341.8
48,0,174.1,80.1,19.4,48,204,"C",1511.7
23,0,178.4,74.84,25.4,55,243,"A",1586.5
58,0,166.7,73.5,19.7,42,190,"D",1388.1
22,0,174.4,75.34,17.7,46,234,"C",1588.8
62,1,154.9,64.3,27.8,6,92,"D",1259.7
57,1,153.2,50.6,22.4,29,150,"A",1148.6
30,0,178.4,84.9,16.7,42,192,"C",1650.2
22,1,156.3,54.9,26.4,41,183,"A",1360
30,0,181.1,64.7,9.7,56,235,"B",1461.1
42,0,172.9,68,10.4,33,200,"C",1421.6
25,0,174,77.6,18.6,59,211,"A",1595.7
32,0,174.2,77.7,13.3,46,238,"B",1564.1
23,0,172.6,73.8,-3.9,51,198,"D",1566.1
26,1,162.3,54.3,18.7,43,166,"A",1346.2
26,0,177.2,77.8,17.8,45,250,"B",1598.6
31,0,187.3,87.5,9.6,49,223,"B",1686.4
54,1,160.7,59.8,11.7,10,101,"D",1264.5
24,0,165.7,55.8,-9.1,4,172,"D",1376.1
33,0,166.3,79.8,8.1,52,224,"C",1565.3
26,0,167.4,65.4,7.5,49,209,"C",1462
55,0,165.2,66.5,21.4,46,191,"A",1332.3
50,1,161.1,57.3,18.8,8,136,"D",1260.1
24,1,164.9,55.9,16.1,47,198,"B",1375.7
32,0,171.7,78.5,18.3,68,236,"A",1567.3
22,0,174.6,92.2,10.5,59,245,"C",1751
25,1,157.8,54,30.8,67,165,"A",1339.9
25,1,169.3,48.34,24.5,46,174,"A",1306.3
46,1,161.3,58.4,20,34,166,"A",1289.8
26,1,164.8,46.8,18.1,30,131,"D",1278.7
28,1,165.7,86,23.9,29,133,"D",1647.3
22,1,162.6,49.6,28.6,46,181,"A",1320.4
63,0,167.9,73,17.7,29,198,"B",1361.9
21,0,173.7,71.6,18.6,57,258,"A",1556.3
63,0,172.1,62.3,17.8,24,187,"D",1266.8
28,0,173.2,73.7,5.3,45,202,"C",1542.7
23,1,164.6,57,22.3,48,182,"A",1390.4
24,1,157.7,46,21.5,45,173,"A",1267.7
23,0,179.5,74.44,23.2,51,229,"B",1584.6
36,1,153.9,48.1,24.5,25,125,"C",1224.6
26,1,164.2,58.86,4.8,26,163,"D",1393.4
64,1,148.2,50.7,26.7,26,124,"A",1107.7
63,1,153.6,58.2,25,18,120,"C",1194.1
39,1,148.3,66.56,-9.3,18,152,"D",1377.6
23,0,165.8,68.9,14.2,45,203,"C",1506.8
60,1,149.8,57,9.7,0,90,"D",1189.8
47,0,169.1,64.6,18.1,45,201,"C",1358.6
60,0,163.9,67.8,3.1,16,180,"D",1318.9
47,1,158,58.4,19.7,16,125,"C",1279.1
42,0,173.4,71.1,12.1,38,220,"B",1452.3
29,0,180,83.9,4.4,41,183,"D",1648.1
29,0,176.2,72.2,15.4,60,239,"B",1529
22,1,161.8,63.5,34.6,45,175,"B",1452.4
22,1,153.6,48.5,24.9,47,196,"A",1293.7
31,1,157,49.3,22.4,40,171,"A",1265.2
57,0,169.2,73.5,14.8,39,206,"A",1397.3
23,0,168.1,64.6,13.2,48,219,"B",1469.6
21,0,174.8,66.9,16.8,48,228,"C",1513.2
29,1,160.1,52.5,26.3,54,170,"A",1310.9
23,0,190.8,79.4,-19,30,160,"D",1652.6
24,1,163.9,70.5,20.6,43,156,"B",1514
37,0,181.3,81.3,31.4,53,273,"A",1587.9
48,1,157.2,60.6,0.1,2,112,"D",1294.1
28,0,176.1,81.8,7.5,60,234,"C",1625.7
51,0,165.1,87.2,6,21,206,"D",1549.6
36,0,178.6,81.4,18,47,219,"A",1588.7
29,0,169.5,66.1,19,52,220,"B",1458.4
28,1,152.8,51.5,15.1,22,151,"D",1292.8
42,0,172,68,16,46,215,"A",1420
28,0,172.6,73.9,14.3,48,192,"D",1543.5
31,0,169.3,72.9,18.5,43,210,"B",1513.9
53,0,167.7,66.4,14.8,29,173,"C",1345.2
25,0,180.7,76.7,19.4,34,217,"D",1599.1
59,0,166.9,73.8,15.5,39,215,"A",1386.6
27,0,173.2,68,5.4,61,219,"C",1492.7
63,1,154.4,54.5,16.6,14,108,"B",1160
53,0,172.3,71.8,24.9,43,211,"D",1405.3
23,0,173.4,68.8,-1.8,57,231,"D",1519.5
22,1,172.7,64.5,26.3,48,170,"B",1481.7
25,0,181.3,60.7,18,56,260,"B",1446.6
43,1,151.6,48.1,22,44,130,"C",1187.5
28,0,174.3,79.9,5,36,199,"D",1604.2
40,0,175,76.3,15.5,44,212,"B",1514.5
31,0,175.9,76.6,25.4,65,263,"A",1561.3
38,0,180.1,71.1,5,43,207,"C",1483.1
33,0,176.2,73.6,16.8,41,219,"B",1523.6
41,1,157.8,82.1,5.4,19,126,"D",1534.5
32,1,156.3,60.8,5.3,13,90,"D",1369.6
60,1,157.8,59.7,14.5,9,110,"C",1230.2
23,0,178,69.9,12.5,58,245,"B",1538.3
63,0,165.4,60.6,21,49,187,"A",1238.4
21,0,180.2,82.1,12.8,28,182,"D",1668.8
52,1,153.2,63.24,9.2,23,126,"D",1293.5
30,0,178.3,77.8,6.9,38,217,"C",1581.8
21,0,171.5,62.6,17.9,48,195,"C",1466
62,0,170,78.9,7.7,41,185,"B",1427
46,0,162.7,64.1,9,33,176,"C",1347
61,1,147.4,51.3,19.6,14,123,"C",1126.1
29,0,176.9,80.9,14.3,50,240,"D",1613.8
27,1,153.6,53.9,23.3,41,160,"A",1322
54,0,172.7,78,9.7,41,215,"B",1460.9
44,0,169.6,69.1,2.9,49,198,"D",1416.8
45,1,160.3,49.1,22,30,169,"A",1203.4
26,0,180.3,81.64,20.7,56,238,"A",1641.1
21,1,157,56.1,15.2,39,162,"B",1377.5
26,0,174.1,69.1,19.1,67,231,"A",1509.5
22,1,164.8,65.4,18.8,37,170,"B",1476.1
56,1,151.3,50,21.5,21,125,"B",1144.1
52,0,164.9,65.9,8.7,36,177,"C",1340.1
44,0,168.8,77.7,12.6,47,212,"B",1498
27,0,169.8,61.9,12.6,52,251,"B",1428
21,1,170,57.8,21.4,34,179,"B",1417.2
63,0,170,65.9,6.6,22,143,"C",1297.5
60,0,172.1,70.5,16.5,39,181,"A",1359.6
21,0,178.8,75.3,7.3,57,165,"C",1601
26,1,159.7,53.3,17.2,30,191,"B",1331.9
31,1,168.8,62.9,25.1,42,186,"D",1417
35,0,172.7,65.3,23.2,57,135,"B",1428.2
23,1,158,47.5,21.1,46,161,"A",1287.3
51,1,154.2,61.6,14.1,8,130,"D",1284.2
25,1,165.6,54.9,23.5,56,192,"C",1362.6
49,0,160.9,69.6,9,20,200,"D",1382.5
22,0,164.5,64.6,18.4,52,227,"B",1467.9
21,0,175.4,66.12,18.6,59,214,"A",1506.8
21,0,171.3,83.9,-7.3,45,161,"D",1670.1
23,0,173.4,59.8,15.5,24,203,"D",1433.1
36,1,160,49,19,21,176,"C",1244.2
24,0,176.7,77.2,17,60,288,"A",1601.4
25,0,172.8,95,5.6,28,203,"D",1760.5
42,1,153.9,43.82,17.9,23,114,"C",1155.3
24,1,165.9,54.7,28,40,182,"A",1365.9
25,1,160.1,53,21.3,40,170,"A",1334.5
26,0,170.4,68.1,5.9,57,203,"C",1493.3
27,0,164,59,18.4,62,244,"B",1389.7
35,1,164.4,57.8,24.5,33,187,"A",1341.3
50,1,162.9,66.3,20.9,32,155,"A",1349.7
34,1,155.2,57.7,26.4,36,168,"B",1328.5
23,0,168,68.2,17.9,71,245,"A",1504
28,0,181.4,79.5,16.4,60,253,"A",1613.1
51,0,165.7,68,25,41,212,"B",1366.4
50,1,170.2,58,18,41,170,"B",1283.2
34,1,166,55.4,23.3,35,157,"B",1325.8
62,0,165.9,69.9,6.2,22,148,"C",1333.3
55,1,167.1,66.9,16.9,9,112,"C",1339.5
26,0,169.4,68.5,20,63,250,"A",1495.3
50,1,152.4,61.1,15.1,0,83,"D",1280.9
24,0,177.1,71.96,17.9,55,204,"C",1551.8
41,0,167.9,71.8,13.4,47,225,"B",1453.8
32,0,174.9,96.9,20,45,211,"D",1749.7
28,0,175.7,88.4,6.1,47,219,"D",1688.3
21,0,179.5,80.3,1.4,55,233,"D",1650.3
35,0,170.4,76.3,17.9,52,229,"B",1529.7
45,1,158.2,73.5,21,10,150,"D",1433.9
40,0,176.5,66.88,15,52,212,"A",1426.7
51,1,162.9,62.7,18.3,22,156,"B",1310.4
21,1,157.1,69.9,21.2,48,165,"D",1510.1
25,1,175.1,59.8,29.1,40,200,"A",1426.8
41,0,166.3,71.5,7.2,31,204,"D",1448
23,1,169.1,68.5,21.1,47,181,"A",1508.9
21,1,153.9,59.5,22.6,37,162,"A",1404.5
26,0,173.5,68.4,15.4,71,243,"A",1501.7
35,0,171.5,69.9,19.9,60,220,"A",1470.2
41,0,178.9,69.2,19.1,36,223,"C",1448.6
23,1,161.2,49.8,24.5,35,158,"C",1315.1
22,0,176,68.6,9.5,46,263,"C",1527
28,1,176.3,62.7,23.2,45,168,"B",1442.7
39,1,150,44.06,12.8,2,135,"D",1164.7
57,0,166.1,63.9,19.2,51,211,"A",1299.5
29,0,180,88.1,18.9,50,218,"B",1688.5
32,0,171.5,72.7,4.6,22,172,"D",1511.2
46,0,175.9,78.9,8.6,42,200,"C",1512.9
28,0,183.9,106.94,-0.4,25,184,"D",1881
63,0,168.4,74.1,20.8,34,185,"A",1373.4
28,0,166.9,70.5,8.2,53,206,"C",1500.6
56,0,176.3,77.2,5.3,45,175,"C",1450.3
28,0,177.5,69.4,21.3,51,234,"A",1509.1
45,0,173.6,71.4,27.3,46,248,"A",1441.4
32,1,172.9,60.8,22.2,34,186,"A",1399.5
26,0,164.2,59.7,19.7,53,209,"B",1401.5
24,0,178.7,79.5,6,30,196,"D",1627.1
29,1,163.7,51.2,29.2,35,153,"B",1304.9
21,0,177.8,65.1,22.5,53,242,"B",1501.3
28,1,165.8,56.4,17.2,38,187,"B",1363.3
55,0,171.4,75.2,10.8,39,197,"B",1426.9
62,1,156,47,20.3,24,126,"A",1095.6
39,1,159.6,65.7,3.1,28,172,"D",1389.7
27,0,177.9,81.4,16.7,51,226,"A",1629.8
53,0,169.3,76.7,14.3,41,211,"B",1447
62,0,167,71.1,19,30,171,"B",1346.8
24,0,170.7,69.4,15.6,52,230,"B",1515.7
34,0,172,69.8,12.1,36,218,"C",1474.9
24,0,175.1,89.8,1.9,44,207,"D",1719.5
53,0,170,64.5,10.2,34,183,"B",1331.1
50,1,162.4,55.7,20.3,36,167,"A",1247
60,1,155.1,51.3,20.6,24,158,"A",1144.7
41,1,159,52.4,21.5,40,174,"A",1251.5
25,1,158.7,43.5,19.4,26,167,"C",1240.8
39,0,177,83,1.3,20,210,"D",1587.1
21,0,169.7,65.6,18.7,42,208,"C",1491.5
55,0,163.5,69.5,7.8,39,190,"C",1358
57,1,159.1,53,22.2,25,165,"A",1182.3
63,1,154.9,60.1,12.2,0,78,"D",1214.7
50,1,155.4,50,14.9,20,134,"C",1179.7
56,1,158.5,56.2,20.4,23,144,"A",1216.6
59,1,159,62.3,20.2,23,150,"D",1262
60,1,152.4,45.3,25.2,42,139,"B",1082.2
57,1,151,46.1,22.2,21,137,"A",1101.5
52,1,162.2,57.4,22.2,38,147,"A",1253.6
36,0,158.7,50.3,9.9,34,177,"C",1254.3
26,0,173.3,70.2,11.7,34,232,"D",1518.7
48,0,168,65.8,6.5,38,170,"C",1363.5
26,0,172.2,70.9,8.8,40,214,"C",1523.4
21,0,181.7,74.9,22.4,56,269,"B",1602.4
42,1,162.1,56.3,14.9,28,142,"C",1289.9
63,0,159.5,52,26.5,52,189,"A",1145.2
41,0,175.4,71.8,4.6,31,185,"D",1467.3
61,0,166.8,62.7,12.1,38,188,"A",1270.5
37,0,171,68,17.8,59,237,"B",1441.7
27,0,168.7,67.68,17.6,61,209,"A",1481.5
23,0,172.5,67.8,-20,51,246,"D",1508.3
23,0,177.3,71.7,18.7,59,245,"A",1554.4
21,1,161.8,50.3,23.9,43,180,"A",1330.4
63,0,153.1,39.1,6.6,16,138,"D",1009.8
59,0,163,66.2,12.8,25,100,"C",1306.6
32,0,166,73.66,18.1,60,195,"A",1510.5
27,0,173,90.5,17.4,36,184,"D",1708.3
28,1,170.9,60.7,19,21,228,"C",1413.7
30,0,166,63.3,7.7,38,220,"C",1420.5
30,0,176.5,70.5,11.3,50,250,"B",1508.5
25,1,160.6,61.3,24.8,46,171,"A",1415.1
27,0,170,63.18,20.7,66,237,"C",1440.6
46,0,176.6,68.4,17.3,38,205,"B",1413.3
31,1,161.1,52.2,19,36,164,"B",1300.4
37,1,169.7,59.7,26.2,45,194,"A",1359.7
24,0,171.9,80.1,13.9,41,173,"D",1620.6
28,1,158.1,55.52,16,42,162,"B",1341
24,1,168.1,60.6,21.6,52,179,"A",1426.5
63,1,158.7,56.4,23.1,26,132,"A",1186
21,1,159.7,54.4,21,40,165,"A",1366
21,1,167.3,82.3,21.9,41,172,"A",1647.5
57,1,156,58.78,22.1,19,143,"B",1232.2
51,1,151.3,56.5,14.7,18,148,"C",1230
26,1,161.5,56.5,22.9,42,166,"A",1365.9
25,0,170,71.6,10.6,63,197,"C",1530.9
39,1,169.4,58.6,16.2,33,183,"B",1339.2
23,0,183.5,96.3,-12.4,22,170,"D",1801.7
57,1,164.2,56,32.4,47,148,"A",1220.3
62,0,174.8,73.4,15.1,30,185,"B",1382.9
48,1,159.8,62.96,10.4,24,124,"D",1321.5
22,1,167.1,55.5,13.6,38,179,"C",1385.2
58,0,165,70.8,17.5,14,162,"D",1359.1
57,1,156,60.4,20,7,141,"D",1247.7
51,0,174.5,92.2,-4.4,32,157,"D",1614.5
21,0,170.4,58.6,6.8,48,216,"C",1425.6
60,1,160.9,63.9,24.5,21,134,"B",1276.1
